code,Id,category,area_code,address,Latitude,Longitude,name,information,image
139,2549257,1,38,전라남도 장흥군 회진면 회진리 200,34.4596027,126.9359514,선학동마을,멀리서 보면 마치 학이 날개를 펄럭이며 날아오르는 형상을 하고 있다는 관음봉 산자락에 위치한 장흥군 선학동 마을은 논과 다락밭의 유채꽃과 득량만의 푸른바다가 잘 조화를 이루고 있다. ...,http://tong.visitkorea.or.kr/cms/resource/34/2548834_image2_1.jpg
140,2549258,1,34,충청남도 서천군 마서면 금강로 1210,36.0246966,126.7216806,국립 생태원,"생태관 및 전시실에 대한 해설이 제공되며 이는 기본, 기획, 심화, 요약해설로 나뉜다. 기본해설은 에코리움의 대표전시물인 5대 기후대관을 생태해설사와 함께 둘러보는 프로그램이며, 기획...",http://tong.visitkorea.or.kr/cms/resource/15/2547415_image2_1.jpg
141,2549259,1,37,전라북도 전주시 완산구 바람쐬는길 21,35.8111831,127.1629259,전주자연생태 체험센터,"전주천 상류의 치명자산과 승암산 기슭에 자리 잡은 전주자연생태관이 전주권 자연생태의 명소로 자리매김 하고 있다. 1만8,766㎡ 부지면적에 지하1층 지상3층, 연면적 2,075㎡의 규모로 국ㆍ도...",http://tong.visitkorea.or.kr/cms/resource/32/2547532_image2_1.jpg
142,2549260,1,32,강원특별자치도 삼척시 노곡면 문의재로 2470,37.2664649,129.1791318,심마니마을(가시오가피 마을),"고려의 마지막 임금 공양왕이 궁터에서 은거할 시 두리봉의 영험함에 말에서 내려 3번 절함에 마읍이라 칭했다. 마을 생성 초기에는 화전과 약초, 송이를 캐다가 근래에 들어 황기, 당귀, 도라...",http://tong.visitkorea.or.kr/cms/resource/88/2548688_image2_1.jpg
143,2549261,1,35,경상북도 상주시 이안면 양범안룡길 89,36.5813678,128.1419752,황금소마을(농촌체험마을),지역교류센터와 전통공예 체험 센터를 마련하여 운영중인 황금소 마을은 상주시 이안면에 위치하여 다양한 체험활동이 가능한 풍경 좋은 곳이다. * 문의 : 054-541-9927 * 관련 홈페이지 : http://ww...,http://tong.visitkorea.or.kr/cms/resource/09/2549009_image2_1.jpg
144,2549262,1,38,전라남도 순천시 낙안면 금산리,34.9383636,127.3546448,순천시낙안면꽃마차마을,넉넉한 인정과 훈훈한 인심을 가지고 있는 꽃마차 마을은 금전산이 마을을 병풍처럼 감싸안은 지형으로 여름에는 시원하고 겨울에는 따뜻하다. 또한 훼손되지 않은 돌담길과 옛 가옥이 잘 보...,http://tong.visitkorea.or.kr/cms/resource/36/2548836_image2_1.jpg
145,2549263,1,34,충청남도 서산시 부석면 천수만로 655-73,36.6299525,126.3840027,서산 버드랜드,서산버드랜드는 세계적인 철새도래지로 유명한 서산천수만을 체계적으로 보전관리하고 체험과 교육중심의 생태관광 활성화에 주력하고자 조성된 철새 생태공원이다. 철새를 주제로 다양한 ...,http://tong.visitkorea.or.kr/cms/resource/10/2547410_image2_1.jpg
146,2549264,1,38,전라남도 순천시 별량면 거차길 57-16,34.8370961,127.4466032,순천시별량면거차뻘배체험마을,"거차뻘배 체험장은 2헥타르(ha)의 넓은 공유수면에서 뻘배타기, 꼬막캐기, 칠게잡기, 짱뚱어잡기, 갯벌미끄럼틀타기 등 다양한 갯벌생태체험을 할 수 있는 곳이다. 대표체험은 뻘배타기로, 한...",http://tong.visitkorea.or.kr/cms/resource/40/2548840_image2_1.jpg
147,2549266,1,37,전라북도 무주군 설천면 무설로 1324,36.0131532,127.7586118,무주반디랜드 반딧불이자연학교,"무주 반디별 천문관, 통나무집, 청소년수련원, 곤충박물관, 청소년 야영장, 반딧불 연구소가 있는 체험학습교육공간이다. 곤충박물관 - 반딧불이를 비롯한 이천여종 만칠천여마리의 전세계 ...",http://tong.visitkorea.or.kr/cms/resource/26/2547526_image2_1.jpg
148,2549267,1,32,강원특별자치도 정선군 여량면 중동길 38,37.5189729,128.7401759,중동마을,구절리는 명주군 왕산면에 속해 있다가 1973년 7월 1일 행정구역 개편때 정선군 북면으로 편입되었다. 구절이란 명칭은 이곳을 흐르는 하천이 유천리 강과 어우러져 구절양장의 형태로 흐른다...,http://tong.visitkorea.or.kr/cms/resource/99/2548699_image2_1.jpg
149,2549268,1,38,전라남도 순천시 승주읍 고산도목길 9,35.0665087,127.3602873,순천시승주읍순천생태마을,"2006년 농림부로애서 녹색농촌체험마을로 지정한 이 마을은 전라남도 순천시 승주읍 도정리이며 400여 년 전인 1580년경 도목, 군장마을이 생긴 이래 청송 심씨와 청주 한씨가 들어오면서 형성된...",http://tong.visitkorea.or.kr/cms/resource/45/2548845_image2_1.jpg
150,2549270,1,38,전라남도 순천시 월등면 계월길 138,35.0620252,127.4045053,순천시월등면향매실마을,"대한민국 최대의 매화농장은 순천에 있는 향매실마을이다. 지금으로부터 50여년전에 처음 매화나무를 심기 시작하여, 현재는 약 25만평에 이르는 드넓은 들판을 매화나무가 가득 채우고 있다. ...",http://tong.visitkorea.or.kr/cms/resource/50/2548850_image2_1.jpg
151,2549271,1,37,전라북도 장수군 장수읍 뜬봉샘길 50,35.5909222,127.5002586,수분마을,"옛날부터 “물뿌랭이”마을이라 불리었으며 뿌랭이는 “뿌리”의 사투리로 물의 근원이 된다는 의미가 있다. 또한, 이곳 신무산은 금남호남정맥으로 금강과 섬진강으로 분수되는 지형적인 ...",http://tong.visitkorea.or.kr/cms/resource/64/2547464_image2_1.jpg
152,2549272,1,37,전라북도 진안군 부귀면 하수항길 9-20,35.8521827,127.3933744,하곡마을,진안군 부귀면 수항리 하곡마을은 운장산 맑은 물이 흘러내려와 물이 합쳐지는 해발 330m의 고랭지마을로 상곡과 중곡의 물이 하곡에서 합수되어 마을 앞 냇가로 흘러 들어가 그물목에 있다하...,http://tong.visitkorea.or.kr/cms/resource/60/2547460_image2_1.jpg
153,2549273,1,38,전라남도 순천시 주암면 운룡1길 41-2,35.0875962,127.2029851,순천시주암면순천용오름마을,"용이 구름을 안고 등천하는 형국인, 마을의 용당소에서 당장이라도 용이 승천할 것만 같다하여 용오름이라 불리는 용요름마을에서는 대단위 한봉을 하고 있어서, 한봉 채취는 물론이고, 밀랍...",http://tong.visitkorea.or.kr/cms/resource/56/2548856_image2_1.jpg
154,2549275,1,34,충청남도 홍성군 서부면 죽도리,36.5187606,126.4413963,에너지자립섬 자급자족 죽도,죽도는 홍성군의 하나뿐인 섬으로 1개의 유인도와 11개의 무인도로 이루어져 있는데 섬자체가 고기들의 집이며 산란장이다. 해상낚시터와 죽도 둘레길을 걸으며 느림의 여유와 힐링의 시간을 가질 수 있는 섬이다. 그리고 에너지 자립섬으로 마을 전체가 태양광 발전으로 생활하는 섬으로 친환경에너지의 산 교육장이다.,http://tong.visitkorea.or.kr/cms/resource/05/2547405_image2_1.jpg
155,1,2,1,서울특별시 중구 퇴계로20길 21 1층,37.5592406,126.985968,비건키친,채식,
156,2,2,1,서울특별시 종로구 인사동16길 3-6,37.5752599,126.983995,꽃밥에피다,한식,
157,3,2,1,서울특별시 종로구 북촌로 39 1층,37.5803146,126.984741,꽃밥에피다 북촌 친환경 그로서란트,한식,
158,202,2,1,서울특별시 종로구 북촌로 24-4,37.5790212,126.9855911,한뫼촌,한정식,
159,679,2,1,서울특별시 서대문구 연세로7안길 41 지하1층,37.5581772,126.934464,미스터리,호프,
160,876,2,1,서울특별시 용산구 이태원로 228-1 3층 4층,37.5354583,126.9992307,몽크스부처,양식,
161,1087,2,1,서울특별시 종로구 우정국로 56,37.5739619,126.983228,발우공양,사찰음식,
162,22029,2,36,경상남도 거제시 장목면 관포길 60,34.9898612,128.6964627,관포60,"카페,디저트",
163,24155,2,38,전라남도 장흥군 장흥읍 칠거리예양로 53,34.6766769,126.9020772,파이토랩,"카페,디저트",
164,30749,2,39,제주특별자치도 제주시 조천읍 신촌북3길 1,33.5372517,126.6188818,비오는날의숲,양식,
165,55027,2,1,서울특별시 종로구 필운대로 41 1층,37.5797223,126.9686012,소이로움,"카페,디저트",
166,68066,2,1,서울특별시 강남구 테헤란로 152 강남파이낸스센터 B1,37.5000263,127.0365456,채근담 역삼점,한정식,
167,71547,2,36,경상남도 합천군 가야면 가야산로 1340,35.7776301,128.1269411,해인식당,한식,
168,72522,2,2,인천광역시 중구 차이나타운로59번길 10,37.4740217,126.6185615,태화원,중식,
169,75730,2,1,서울특별시 마포구 망원로 79 3층,37.5576343,126.9055895,어라운드 그린,양식,
170,86472,2,1,서울특별시 동대문구 망우로18길 6,37.5896281,127.0623731,초록뜰식당,한식,
171,93193,2,36,경상남도 창원시 성산구 용지로 90 공성상가,35.2236571,128.6775961,화련정,한정식,
172,102540,2,1,서울 용산구 이태원로14길 21 1층,37.5334547,126.990849,스프라우트,샐러드,
173,110429,2,39,제주특별자치도 제주시 한림읍 한림로 518,33.4046266,126.2541916,AND 유 CAFE,햄버거,
174,126051,2,6,부산광역시 수영구 수영로611번길 39-4 1층,35.1604721,129.1114443,옥토가,베이커리,
175,147842,2,1,서울특별시 영등포구 시흥대로183길 10 1층,37.4912088,126.9068999,시나브로채식식당카페,한식,
176,149384,2,1,서울특별시 영등포구 신길로 176,37.5078509,126.9112138,아승지,사찰음식,
177,153377,2,36,경상남도 합천군 가야면 치인1길 13-23 백운식당,35.7905599,128.087613,백운식당,한식,
178,219739,2,31,경기도 수원시 영통구 광교호수공원로 80 앨리웨이광교 어라운드 라이프 3층,37.2739774,127.0612197,두수고방,사찰음식,
179,224515,2,1,서울특별시 용산구 한강대로 276-1 1층,37.5429771,126.9728182,카페 시바,퓨전음식,
180,243854,2,1,서울특별시 종로구 필운대로 55-1,37.5810534,126.968428,옥인동빵집,베이커리,
181,260013,2,31,경기도 고양시 일산동구 무궁화로93번길 45 1층,37.667852,126.7717286,빵갤러리아,베이커리,
182,271235,2,1,서울특별시 마포구 동교로17안길 51 1층,37.5565595,126.9187667,카페sun,퓨전음식,
183,272485,2,39,제주특별자치도 제주시 1100로 2977-10 제주901 Bldg. 2층 카페901,33.4530482,126.4862642,카페901,"카페,디저트",
184,281222,2,2,인천광역시 미추홀구 인하로 172,37.4487557,126.666979,여름동사무소,"카페,디저트",
185,306213,2,1,서울특별시 마포구 와우산로30길 13 101호,37.5541552,126.9299687,드렁큰비건,퓨전음식,
186,315847,2,36,경상남도 거창군 남하면 대야길 69-17,35.6372817,127.9640528,베지나랑키친,한식,
187,335197,2,35,경상북도 경주시 영불로 217 포시즌유스호스텔 1층,35.7823682,129.3256272,자연채식뷔페신라,한식 뷔페,
188,370039,2,36,경상남도 함안군 가야읍 성내남길 55 슬로우스테디,35.273352,128.3975883,슬로우스테디,"카페,디저트",
189,396860,2,1,서울특별시 광진구 구의강변로 57 서림빌딩 3층,37.5359253,127.0920863,날일달월,채식,
190,419884,2,33,충청북도 충주시 안림로 256 빛가람채식뷔페,36.9737141,127.9714125,빛가람 채식부페,한식뷔페,
191,455674,2,1,서울특별시 송파구 송파대로49길 50 B동 203호,37.5062774,127.0993879,잠백이샐러드 본점,샐러드,
192,458889,2,1,서울특별시 강남구 개포로22길 35,37.4769089,127.0494592,러빙헛 카페,"카페,디저트",
193,481127,2,31,경기도 시흥시 마유로423번길 24-9 1층,37.3542209,126.7389689,후레쉬 초이스,샐러드 뷔페,
194,489345,2,39,제주특별자치도 제주시 조천읍 선흘동2길 1,33.5116944,126.7059002,채식카페제주작은부엌,샐러드,
195,491597,2,4,대구광역시 동구 경대로 80 1층,35.8877349,128.6163751,스톡홀름 샐러드,샐러드,
196,524245,2,1,서울특별시 종로구 인사동10길 13,37.5743587,126.9857345,한과채,한식뷔페,
197,525849,2,37,전라북도 전주시 완산구 감나무로 61-13,35.8317602,127.1184157,러빙헛 서신점,샐러드뷔페,
198,535010,2,1,서울특별시 마포구 와우산로3길 38,37.545865,126.9208467,슬런치 팩토리,양식,
199,572367,2,1,서울특별시 용산구 신흥로 59,37.5437073,126.9872746,베제투스,이탈리아음식,
200,611452,2,36,경상남도 창원시 마산합포구 중앙남3길 46,35.1960725,128.5654837,팥이야기,한식,
201,629599,2,7,울산광역시 중구 함월3길 16,35.5745369,129.3056436,단지,퓨전음식,
202,631762,2,1,서울특별시 양천구 등촌로 80 삼성빌딩 3층 301호,37.5371636,126.8638856,배드매드브레드,베이커리,
203,634228,2,31,경기도 부천시 상동로117번길 57,37.5077727,126.7503225,상동한식부페,한식뷔페,
204,643001,2,4,대구광역시 수성구 달구벌대로 3224,35.8390137,128.7089469,타지마할인코리아,인도음식,
205,645596,2,39,제주특별자치도 제주시 고사마루길 109 제2동,33.4718739,126.473809,푸른솔맑은향 채식식당,사찰음식,
206,651901,2,31,경기도 용인시 기흥구 용구대로2335번길 25,37.2967256,127.1076748,뜰안채채식뷔페,한식뷔페,
207,659658,2,6,부산광역시 수영구 광안해변로370번길 9-32 노블스카이 9층,35.156747,129.134285,베지나랑,한식,
208,686702,2,4,부산광역시 해운대구 센텀남대로 59 지하 1층,35.1698533,129.1310696,카르파쵸 롯데백화점센텀시티점,샐러드뷔페,
209,691190,2,1,서울특별시 관악구 남부순환로188길 9 차일드빌딩 1층,37.4841551,126.9335742,알프리베 베이커리카페,베이커리,
210,699014,2,35,경상북도 경주시 보불로 299-5,35.8096348,129.3062794,산드레,한정식,
211,709131,2,1,서울특별시 서초구 마방로6길 7-27 1층,37.476295,127.0427131,일상,사찰음식,
212,736310,2,31,경기도 고양시 일산서구 대화1로 19 대화마을1단지,37.670336,126.7295392,하늘빵별파이,베이커리,
213,736398,2,37,전라북도 완주군 소양면 전진로 907,35.8526108,127.258347,미쁨채식뷔페,한식뷔페,
214,763313,2,33,충청북도 충주시 신니면 장고개2길 62-46,36.9869995,127.7377459,열명의농부,한식뷔페,
215,764874,2,1,서울특별시 서대문구 간호대로2길 5,37.5968872,126.9489406,이상미통밀빵,베이커리,
216,791094,2,5,광주광역시 동구 의재로 145-1,35.1324027,126.9433062,바보죽힐링카페,한식뷔페,
217,809070,2,1,서울특별시 종로구 사직로8길 42 지하1층 107호,37.573774,126.9731379,초록초록,샐러드,
218,817949,2,38,전라남도 목포시 평화로 38-7,34.794237,126.428707,담은하늘채,한식뷔페,
219,821974,2,1,서울특별시 강남구 개포로20길 24-10,37.4769879,127.0473759,베지그린,한식뷔페,
220,913544,2,1,서울특별시 구로구 디지털로31길 20 12층 1210호,37.4854994,126.8943518,더브레드블루 본사,베이커리,
221,914431,2,1,서울특별시 서초구 효령로 316-1 3층,37.4854265,127.0189763,천년식향,양식,
222,918356,2,4,대구광역시 수성구 동대구로77길 9 1층,35.8646609,128.6260454,스톡홀름샐러드 범어점,샐러드,
223,919119,2,31,경기도 파주시 산남로107번길 35-35,37.7022986,126.6974191,채식공간 녹두,채식,
224,923870,2,31,경기도 성남시 분당구 동판교로52번길 13-9 1층,37.3869271,127.115447,천연발효 비건 나정빵집,베이커리,
225,927643,2,31,경기도 성남시 수정구 위례서로 34,37.4681679,127.1372077,빵공작소,베이커리,
226,928390,2,1,서울특별시 관악구 신림로17길 63 1층,37.4679525,126.9363936,스톡홀름샐러드 신림점,샐러드,
227,939809,2,39,제주특별자치도 서귀포시 남원읍 일주동로 7036 러빙헛,33.2855486,126.7281645,러빙헛 서귀포점,샐러드뷔페,
228,942854,2,1,서울특별시 종로구 창경궁로 301,37.5874666,127.003014,샐러드박스 혜화점,샐러드,
229,948064,2,1,서울특별시 마포구 성미산로29길 30-3 1층 3호 지구제과,37.5654948,126.9221951,지구제과,베이커리,
230,959146,2,1,서울특별시 마포구 포은로 52,37.5520639,126.9069568,셰발레리,양식,
231,968511,2,36,경상남도 거창군 남하면 대야길 69-3 1층 카페나랑,35.6370709,127.964477,카페나랑,"카페,디저트",
232,968675,2,2,인천광역시 남동구 인주대로522번길 50,37.4482386,126.6952686,일용할양식,브런치,
233,982477,2,4,대구광역시 동구 동부로 149 신세계백화점 9층,35.8777043,128.6291671,캘리포니아피자키친 대구신세계점,피자,
234,992376,2,1,서울특별시 은평구 연서로17길 18-6,37.6132852,126.9162262,비건반점,중식,
235,994172,2,1,서울특별시 영등포구 여의대로 108 더현대서울 지하2층,37.5259168,126.9283122,잇샐러드 더현대서울점,샐러드,
236,996105,2,1,서울특별시 마포구 동교로19길 101 1층,37.5596505,126.9159646,해밀 비건베이커리,베이커리,
237,1000270,2,1,서울특별시 강남구 논현로175길 75 2층,37.4852809,127.0418104,마히나 비건 테이블,이탈리아음식,
238,1002558,2,1,서울특별시 용산구 한강대로23길 55 아이파크몰 7층,37.5297718,126.9647415,잇샐러드 용산아이파크몰점,샐러드,
239,12,3,1,서울 중구 을지로 30,37.5653,126.980979,롯데호텔 서울,"대한민국 서울의 중심에 위치하여 1,015실 규모를 자랑하는 한국 최고의 럭셔리 비즈니스 호텔인 롯데호텔서울은 고객 한 분 한 분의 높은 취향을 만족시킬 수 있도록 품격과 감각을 높였으며, ...",
240,13,3,1,서울 서초구 신반포로 176,37.5039018,127.0047481,JW 메리어트 호텔 서울,"JW 메리어트 서울은 다양한 쇼핑과 문화, 교통의 중심지인 강남 반포 센트럴시티에 위치하며 펜트하우스 2개와 스위트룸 32개를 포함한 총 379개의 객실로 이루어져 있습니다. 품격과 클래스를 ...",
241,14,3,1,서울 서울특별시 중구 삼일대로 302,37.5619759,126.9895644,이비스 스타일 앰배서더 서울 명동,서울 최고의 비지니스와 관광 쇼핑의 중심지인 명동에 위치하고 있는 이비스 스타일 앰배서더 서울 명동은 180개의 트렌디한 객실과 남산을 바라보며 도심 속의 여유를 즐길 수 있는 Roof Top Bar ...,
242,15,3,1,서울 강남구 봉은사로 524,37.5126864,127.0574219,인터컨티넨탈 서울 코엑스,"인터컨티넨탈 서울 코엑스는 고급스러운 5성급 호텔로 세계 무역 센터에 자리해 있으며 코엑스 단지에서 350m 떨어져 있습니다. 호텔은 5개의 레스토랑, 피트니스 센터 및 무료 주차장을 보유하...",
243,16,3,1,서울 중구 동호로 287,37.5604038,127.0024791,앰배서더 서울 풀만 호텔,"""Yours Always, 당신의 모든 순간을 특별한 순간으로"" 서울의 중심에 위치한 앰배서더 서울 풀만 호텔은 국내 첫 민영 호텔로써 1955년부터 현재까지 지켜온 유서 깊은(Storied) 헤리티지를 토대로 고...",
244,17,3,1,서울 강남구 테헤란로87길 46,37.51093,127.058103,오크우드 프리미어 코엑스 센터,오크우드 프리미어 코엑스 센터는 최고급 호텔이 주는 서비스와 더불어 내 집 같은 편안함과 여유로움으로 고객 여러분을 맞이합니다. 아시아의 매력적인 도시 서울의 비즈니스와 문화의 중...,
245,18,3,1,서울 광진구 워커힐로 177,37.5543699,127.1112096,비스타 워커힐 서울,"CREATE MOMENTS BEYOND YOUR EXPECTATION 편안하고 감각적인 인테리어와 자연 친화적 환경, 최고의 휴식을 위한 PA 서비스 등과 함께 그 어디에서도 경험할 수 없는 차별화된 가치를 만나보세요. SUSTAINABLE L...",
246,19,3,1,서울 용산구 소월로 322,37.538988,126.9958415,그랜드 하얏트 서울,"그랜드 하얏트 서울(은)는 서울 추천 숙소입니다. 가성비 우수, 편안하고 편리함까지 갖춘 이곳은 패밀리 한 분위기에 여러분같은 여행객들에게 꼭 맞는 부대시설들을 제공합니다. G명동 쇼핑...",
247,22,3,2,인천 중구 영종해안남로321번길 208,37.4404925,126.4574508,그랜드 하얏트 인천,"인천공항에서 가장 가까운 대규모 특급 호텔 그랜드 하얏트 인천은 인천국제공항 바로 옆에 위치해 있어 편리하게 비행기를 이용하기 위해 머물거나, 여행으로 인한 피곤을 풀고 또 다른 여행...",
248,23,3,2,인천 연수구 컨벤시아대로 165,37.389264,126.644207,오크우드 프리미어 인천,세계적으로 가장 신뢰 받는 서비스 레지던스 제공업체 오크우드 월드와이드의 일원인 오크우드 프리미어 인천은 동북아시아의 떠오르는 경제허브인 인천자유경제구역 송도 국제업무단지의 ...,
249,24,3,2,인천 연수구 컨벤시아대로 153,37.3902477,126.6455026,쉐라톤 그랜드 인천 호텔,"동북아 비즈니스의 허브도시, 인천경제 자유구역 송도의 중심부에 위치한 쉐라톤 그랜드 인천 호텔은 지정 학적 위치와 첨단 인프라로 비즈니스뿐만 아니라 다양한 문화와 휴양까지 즐길 수 ...",
250,25,3,2,인천 중구 영종해안남로 19-5,37.4251075,126.4279437,네스트호텔,"대한민국 최초의 디자인호텔스 멤버로 채택이 된 네스트호텔 인천은, 햇살의 동선까지 고려하여 외관부터 룸 안의 작은 것 하나하나까지 직접 제작하였습니다. 전 객실의 발코니에서 바다와 ...",
251,26,3,2,인천 연수구 능허대로179번길 56 인천송도 자우리호텔,37.4192885,126.6517267,자우리호텔 인천송도점,"인천에 자리한 자우리호텔 인천송도점에서는 차량으로 오는 투숙객을 위한 무료 전용 주차장뿐 아니라 공용 라운지, 무료 Wi-Fi도 제공합니다. 숙소는 녹색기후기금에서 4.3km, 송도 컨벤시아에...",
252,31,3,3,대전 유성구 테크노중앙로 161 (용산동),36.423907,127.398687,호텔스카이파크 대전1호점,"예약실 전화번호: 02-6900-9363 호텔 스카이파크 대전 1호점은 첨단 과학기술의 메카인 대덕 테크노밸리에 위치하여 있습니다. 대전 현대프리미엄 아울렛 안에 위치해 다양한 문화 생활, 쇼핑, 휴...",
253,32,3,3,대전 유성구 엑스포로 1 호텔 오노마 대전,36.3776874,127.384622,호텔오노마,"대전에 자리한 호텔오노마 대전 오토그래프컬렉션에서는 무료 자전거, 무료 전용 주차장, 피트니스 센터, 레스토랑 등을 이용하실 수 있습니다. 숙소는 Hanbat Arboretum에서 2.5km 거리에 있습니다....",
254,33,3,3,"대전 서구 월평북로 88-16 4,5층",36.3615417,127.377924,하니 모텔,"대전월평북로88~16(월평동250)번지( 대형주차장완비) 대전청사,무역센타, 유성온천,KBS방송국,선사유적지,시네마,버스터미널,먹거리가 즐비한곳",
255,41,3,4,대구 신천동326-1 동구,35.8753318,128.627652,대구 메리어트 호텔,"전 세계 134개국에서 30개 브랜드, 7,200여 개의 체인 호텔을 운영하고 있는 #메리어트 가 대구에 오픈합니다. 오감을 만족시킬 다양한 레스토랑과 모던한 분위기의 라운지, 사계절 여유롭게 즐길...",
256,42,3,4,대구 가창면 가창로 891,35.7882606,128.635199,호텔 드 포레,"나무들이 내뿜는 음이온과 피톤치드가 가득한 숲속, 편백내음, 바람소리, 새소리, 풀잎소리를 느끼며 휴식을 하게 되는 친환경 숙박시설 호텔드포레는 편백나무와 황토벽돌로 마감되어 머무...",
257,43,3,4,대구 수성구 동대구로 305,35.8577218,128.625123,대구 그랜드 호텔,"그랜드 호텔(은)는 대구 추천 숙소입니다. 가성비 우수, 편안하고 편리함까지 갖춘 이곳은 G대구청소년문화의집(3.5 km), 천주교 계산 주교좌 성당(3.6 km)(와)과 같은 인기 명소와 가깝기 때문에, ...",
258,44,3,4,대구 수성구 팔현길 212,35.8735101,128.660044,대구 인터불고 호텔,대구 유일의 특급호텔로서 대구국제공항으로부터 10분 거리에 위치해 있으며 수려한 자연경관과 최고의 시설을 갖추고 있습니다.,
259,45,3,4,대구 중구 국채보상로123길 23 노블스테이호텔,35.8717112,128.597275,호텔 노블스테이,대구 중구 동성로 중심에 위치한 편안하고 깨끗한 비지니스 호텔입니다.,
260,46,3,4,대구 중구 중앙대로81길 13 2월호텔 더시그니처 동성로점,35.8695893,128.592837,2월호텔 더시그니처 동성로점,2월호텔은 핫플레이스 동성로의 트랜디함과 스타일리시함을 가까이서 누릴 수 있는 럭셔리 호텔입니다.글램핑에서부터 럭셔리 풀파티까지 감각적인 트랜드세터들의 유쾌한 놀이터로 도심 한...,
261,47,3,4,대구 수성구 알파시티1로32길 28-17,35.8365364,128.683399,ACT 관광 호텔,모던함과 자연이 함께 어우러진 ACT 호텔은 현대적인 공간에서 자연 속에 빠진듯한 편안함으로 고객님들의 여정을 더욱 값지게 만들 수 있는 호텔입니다. 대구 알파시티 경제자유구역에 위치...,
262,48,3,4,대구 중구 서성로13길 57 (인교동) 한옥1942,35.8718563,128.584269,한옥1942,"한옥1942는 가온방,다온방,라온방으로 구성되어 있으며,1942년에 지어진 한옥을 원형을 살려 복원하였습니다.",
263,49,3,4,대구 중구 종로 23-23,35.8680698,128.590537,봄고로 게스트하우스,"*대구 교통의 요지 반월당 현대 백화점 뒤 약령시에 위치, 동성로를 비롯 대구 도보여행의 베이스캠프 문학관 혹은 고양이 갤러리 같은 감성 돋는 편안한 숙소, 대구 봄고로 게스트하우스 입...",
264,51,3,5,광주 서구 상무누리로 55,35.1475612,126.838167,홀리데이인 광주호텔,"광주 고속터미널 역에서 택시로 10분, 광주송정 KTX 역에서 택시로 15분, 지하철 4정거장 떨어져 있는 홀리데이 인 광주 호텔®은 광주 및 전라도 여행을 위한 최적의 장소에 위치하고 있습니다. ...",
265,52,3,5,광주 서구 상무중앙로38번길 5-8,35.1508748,126.84941,브라운도트 호텔 상무점,피렌체 관광 호텔에서 브라운도트 호텔로 새롭게 리뉴얼 되었습니다.,
266,53,3,5,광주 북구 대자로106번길 10-6 에이치원호텔,35.1727168,126.883794,에이치원호텔,"호텔 에이치원은 내 집과 같은 안락함을 모토로 아늑하고 실용적인 공간과 깔끔하고 편리한 시설, 문화적인 경험을 제공하는 비즈니스 호텔입니다. 여행자의 필요와 취향을 고려한 다양한 타...",
267,54,3,5,광주 서구 상무번영로 47,35.1540877,126.852674,두바이 호텔,"두바이 호텔에서 Genius 할인을 받으실 수 있습니다. 로그인하시고 저렴한 요금으로 예약하세요! 두바이 호텔은 광주시청에서 남쪽으로 700m, 5.18 기념공원에서 150m 거리에 위치한 숙박시설입니...",
268,55,3,5,광주 서구 상무자유로 149,35.1520029,126.850549,라마다플라자 광주호텔,"라마다플라자 광주호텔은 전 세계적으로 7,000여개의 프랜차이즈 호텔과 580,000개의 객실을 소유하고 있는 윈덤호텔 그룹에 속해 있는 라마다 인터내셔널의 광주 최초 특1급 호텔로 2008년 10월 ...",
269,56,3,5,광주 광산구 사암로171번길 90-20 호텔 써밋,35.1606582,126.802229,호텔 써밋,"호텔 써밋은 내 집과 같은 안락함을 모토로 아늑하고 실용적인 공간과 깔끔하고 편리한 시설, 문화적인 경험을 제공하는 비즈니스 호텔입니다. 공항, KTX, 터미널 근처에 위치해 있으며 여행객...",
270,57,3,5,광주 북구 대자로 104 비엔날레호텔,35.1729602,126.883816,비엔날레 호텔,"광주 비엔날레 호텔은 청결하고, 편안하게 쉴 수 있는 공간을 제공하도록 최선을 다하겠습니다. 네이버 결제가 가장 저렴합니다. 감사합니다 : )",
271,58,3,5,광주 서구 상무중앙로38번길 5-6,35.1506765,126.84941,벤처비즈니스호텔,"광주 최초 전기 자동차 충전소 호텔 회의실 사용가능, 빔프로젝트 이용가능 벤처 비즈니스 호텔에 방문해 주신 고객님께 감사드립니다. 2018년 4월 신규 오픈한 벤처 비즈니스호텔은 상무지구...",
272,59,3,5,광주 광산구 내상로51번길 27 다솜채,35.13891,126.797662,다솜채 한옥스테이,"한국관광공사 한국관광품질인증 다솜채는 한국 관광공사가 검증한 한국관광품질인증 (korea Quality)이 인정한 관광시설과서비스에 소방,청결,서비스,부대시설등 대해 신뢰 할 수 있는 품질 수준...",
273,61,3,6,부산 해운대구 동백로 67 Haeundae,35.1560261,129.153971,웨스틴 조선 부산,"웨스틴 조선 부산에 오신 것을 환영합니다! 여러분의 ""제 2의 집""인 부산 호텔에서는 여러분의 시간이 집처럼 편안하도록 다양한 부대시설을 제공합니다. G해운대 영화의거리(0.5 km), 청사포(0.5...",
274,62,3,6,부산 부산진구 중앙대로777,35.1618541,129.061894,이비스 앰배서더 부산 시티센터,우리 모두 지친 육신을 잠시 쉬어갈 곳이 필요합니다. 부산(을)를 방문하는 여행객들에게 휴식과 회복에 이비스 앰배서더 부산 시티센터보다 더 좋은 곳은 없습니다. 패밀리 한 분위기와 맛집 ...,
